Date,EUR/TND
01/01/2015,2.2592
02/01/2015,2.2509
05/01/2015,2.2477
06/01/2015,2.2397
07/01/2015,2.2347
08/01/2015,2.2328
09/01/2015,2.2394
12/01/2015,2.2389
13/01/2015,2.2328
14/01/2015,2.235
15/01/2015,2.2182
16/01/2015,2.2151
19/01/2015,2.22
20/01/2015,2.2126
21/01/2015,2.2201
22/01/2015,2.2143
23/01/2015,2.1901
26/01/2015,2.1849
27/01/2015,2.1957
28/01/2015,2.1891
29/01/2015,2.1926
30/01/2015,2.1843
02/02/2015,2.1897
03/02/2015,2.2055
04/02/2015,2.1914
05/02/2015,2.1945
06/02/2015,2.1875
09/02/2015,2.1876
10/02/2015,2.1888
11/02/2015,2.189
12/02/2015,2.1919
13/02/2015,2.1878
16/02/2015,2.1895
17/02/2015,2.1938
18/02/2015,2.1966
19/02/2015,2.1996
20/02/2015,2.1985
23/02/2015,2.1945
24/02/2015,2.1959
25/02/2015,2.1951
26/02/2015,2.1861
27/02/2015,2.1835
02/03/2015,2.1835
03/03/2015,2.1827
04/03/2015,2.17
05/03/2015,2.1669
06/03/2015,2.1502
09/03/2015,2.1447
10/03/2015,2.1293
11/03/2015,2.1114
12/03/2015,2.122
13/03/2015,2.0788
16/03/2015,2.0758
17/03/2015,2.0718
18/03/2015,2.1062
19/03/2015,2.0996
20/03/2015,2.1094
23/03/2015,2.1137
24/03/2015,2.1176
25/03/2015,2.1226
26/03/2015,2.1216
27/03/2015,2.1175
30/03/2015,2.1134
31/03/2015,2.1056
01/04/2015,2.1098
02/04/2015,2.1183
03/04/2015,2.1235
06/04/2015,2.1215
07/04/2015,2.115
08/04/2015,2.1108
09/04/2015,2.1035
10/04/2015,2.0979
13/04/2015,2.0954
14/04/2015,2.1
15/04/2015,2.1071
16/04/2015,2.1136
17/04/2015,2.1056
20/04/2015,2.105
21/04/2015,2.1035
22/04/2015,2.1022
23/04/2015,2.1087
24/04/2015,2.1147
27/04/2015,2.1159
28/04/2015,2.1238
29/04/2015,2.1355
30/04/2015,2.1445
01/05/2015,2.1457
04/05/2015,2.1396
05/05/2015,2.1424
06/05/2015,2.1561
07/05/2015,2.1546
08/05/2015,2.1579
11/05/2015,2.1534
12/05/2015,2.1594
13/05/2015,2.1717
14/05/2015,2.1798
15/05/2015,2.1826
18/05/2015,2.1751
19/05/2015,2.1639
20/05/2015,2.1621
21/05/2015,2.1633
22/05/2015,2.1581
25/05/2015,2.1532
26/05/2015,2.1469
27/05/2015,2.1496
28/05/2015,2.153
29/05/2015,2.1563
01/06/2015,2.1518
02/06/2015,2.1648
03/06/2015,2.1745
04/06/2015,2.1715
05/06/2015,2.1682
08/06/2015,2.1802
09/06/2015,2.1831
10/06/2015,2.1846
11/06/2015,2.1821
12/06/2015,2.1826
15/06/2015,2.1852
16/06/2015,2.1811
17/06/2015,2.1861
18/06/2015,2.1883
19/06/2015,2.1881
22/06/2015,2.1875
23/06/2015,2.1756
24/06/2015,2.1774
25/06/2015,2.1727
26/06/2015,2.1719
29/06/2015,2.1818
30/06/2015,2.1756
01/07/2015,2.1681
02/07/2015,2.1705
03/07/2015,2.1749
06/07/2015,2.1728
07/07/2015,2.1751
08/07/2015,2.1794
09/07/2015,2.1766
10/07/2015,2.1756
13/07/2015,2.165
14/07/2015,2.1615
15/07/2015,2.157
16/07/2015,2.1526
17/07/2015,2.1491
20/07/2015,2.1493
21/07/2015,2.1585
22/07/2015,2.1575
23/07/2015,2.1577
24/07/2015,2.1629
27/07/2015,2.1685
28/07/2015,2.1652
29/07/2015,2.164
30/07/2015,2.16
31/07/2015,2.1626
03/08/2015,2.1611
04/08/2015,2.1608
05/08/2015,2.1587
06/08/2015,2.1577
07/08/2015,2.1566
10/08/2015,2.1593
11/08/2015,2.1643
12/08/2015,2.1757
13/08/2015,2.1751
14/08/2015,2.1719
17/08/2015,2.1698
18/08/2015,2.1651
19/08/2015,2.1702
20/08/2015,2.1834
21/08/2015,2.1971
24/08/2015,2.2081
25/08/2015,2.2181
26/08/2015,2.2178
27/08/2015,2.206
28/08/2015,2.1911
31/08/2015,2.1928
01/09/2015,2.1983
02/09/2015,2.1905
03/09/2015,2.1866
04/09/2015,2.1945
07/09/2015,2.1956
08/09/2015,2.1963
09/09/2015,2.196
10/09/2015,2.2038
11/09/2015,2.2096
14/09/2015,2.2073
15/09/2015,2.2049
16/09/2015,2.2051
17/09/2015,2.2129
18/09/2015,2.2102
21/09/2015,2.1997
22/09/2015,2.1971
23/09/2015,2.1998
24/09/2015,2.2013
25/09/2015,2.2013
28/09/2015,2.2056
29/09/2015,2.2055
30/09/2015,2.1999
01/10/2015,2.2024
02/10/2015,2.2031
05/10/2015,2.2024
06/10/2015,2.2079
07/10/2015,2.2044
08/10/2015,2.2071
09/10/2015,2.2155
12/10/2015,2.2187
13/10/2015,2.2234
14/10/2015,2.2286
15/10/2015,2.2211
16/10/2015,2.2222
19/10/2015,2.2176
20/10/2015,2.2191
21/10/2015,2.2181
22/10/2015,2.2051
23/10/2015,2.2016
26/10/2015,2.2008
27/10/2015,2.198
28/10/2015,2.1941
29/10/2015,2.1954
30/10/2015,2.1974
02/11/2015,2.2014
03/11/2015,2.1961
04/11/2015,2.1889
05/11/2015,2.1876
06/11/2015,2.1751
09/11/2015,2.1721
10/11/2015,2.1738
11/11/2015,2.1755
12/11/2015,2.1837
13/11/2015,2.1868
16/11/2015,2.182
17/11/2015,2.1812
18/11/2015,2.1834
19/11/2015,2.1854
20/11/2015,2.1795
23/11/2015,2.1843
24/11/2015,2.1902
25/11/2015,2.1852
26/11/2015,2.1943
27/11/2015,2.184
30/11/2015,2.1879
01/12/2015,2.1887
02/12/2015,2.1873
03/12/2015,2.2043
04/12/2015,2.2033
07/12/2015,2.1979
08/12/2015,2.2038
09/12/2015,2.2089
10/12/2015,2.2064
11/12/2015,2.2117
14/12/2015,2.2168
15/12/2015,2.2132
16/12/2015,2.213
17/12/2015,2.2074
18/12/2015,2.2068
21/12/2015,2.2143
22/12/2015,2.2199
23/12/2015,2.2196
24/12/2015,2.2228
25/12/2015,2.224
28/12/2015,2.2238
29/12/2015,2.2138
30/12/2015,2.2171
31/12/2015,2.2085
01/01/2016,2.2163
04/01/2016,2.214
05/01/2016,2.2079
06/01/2016,2.2116
07/01/2016,2.2255
08/01/2016,2.225
11/01/2016,2.2186
12/01/2016,2.2196
13/01/2016,2.2202
14/01/2016,2.2195
15/01/2016,2.2224
18/01/2016,2.2219
19/01/2016,2.2245
20/01/2016,2.2231
21/01/2016,2.2191
22/01/2016,2.2187
25/01/2016,2.2199
26/01/2016,2.2213
27/01/2016,2.2226
28/01/2016,2.2276
29/01/2016,2.219
01/02/2016,2.2226
02/02/2016,2.2259
03/02/2016,2.2357
04/02/2016,2.2508
05/02/2016,2.2539
08/02/2016,2.256
09/02/2016,2.2607
10/02/2016,2.2603
11/02/2016,2.2649
12/02/2016,2.2581
15/02/2016,2.2515
16/02/2016,2.2494
17/02/2016,2.2476
18/02/2016,2.2476
19/02/2016,2.2499
22/02/2016,2.2441
23/02/2016,2.2443
24/02/2016,2.2378
25/02/2016,2.2393
26/02/2016,2.2381
29/02/2016,2.2282
01/03/2016,2.2282
02/03/2016,2.2288
03/03/2016,2.2371
04/03/2016,2.2434
07/03/2016,2.2409
08/03/2016,2.24
09/03/2016,2.2376
10/03/2016,2.2519
11/03/2016,2.2532
14/03/2016,2.2468
15/03/2016,2.2422
16/03/2016,2.2534
17/03/2016,2.2642
18/03/2016,2.2626
21/03/2016,2.2635
22/03/2016,2.2654
23/03/2016,2.2597
24/03/2016,2.2663
25/03/2016,2.2607
28/03/2016,2.2721
29/03/2016,2.278
30/03/2016,2.2828
31/03/2016,2.2947
01/04/2016,2.2885
04/04/2016,2.2845
05/04/2016,2.284
06/04/2016,2.2866
07/04/2016,2.2938
08/04/2016,2.3013
11/04/2016,2.2828
12/04/2016,2.279
13/04/2016,2.2704
14/04/2016,2.2734
15/04/2016,2.2733
18/04/2016,2.2745
19/04/2016,2.2784
20/04/2016,2.2783
21/04/2016,2.2783
22/04/2016,2.2752
25/04/2016,2.2768
26/04/2016,2.2785
27/04/2016,2.2831
28/04/2016,2.2857
29/04/2016,2.2952
02/05/2016,2.2994
03/05/2016,2.2998
04/05/2016,2.2998
05/05/2016,2.2939
06/05/2016,2.2987
09/05/2016,2.3
10/05/2016,2.2997
11/05/2016,2.3061
12/05/2016,2.3201
13/05/2016,2.3205
16/05/2016,2.3323
17/05/2016,2.3299
18/05/2016,2.32
19/05/2016,2.325
20/05/2016,2.3282
23/05/2016,2.325
24/05/2016,2.3221
25/05/2016,2.3286
26/05/2016,2.3388
27/05/2016,2.3366
30/05/2016,2.3431
31/05/2016,2.3646
01/06/2016,2.3702
02/06/2016,2.3933
03/06/2016,2.4158
06/06/2016,2.415
07/06/2016,2.4243
08/06/2016,2.4196
09/06/2016,2.4562
10/06/2016,2.4531
13/06/2016,2.4273
14/06/2016,2.4306
15/06/2016,2.4554
16/06/2016,2.4426
17/06/2016,2.4204
20/06/2016,2.4187
21/06/2016,2.4147
22/06/2016,2.4383
23/06/2016,2.4548
24/06/2016,2.4546
27/06/2016,2.4559
28/06/2016,2.4648
29/06/2016,2.4703
30/06/2016,2.468
01/07/2016,2.4387
04/07/2016,2.4431
05/07/2016,2.4387
06/07/2016,2.4415
07/07/2016,2.438
08/07/2016,2.4444
11/07/2016,2.4424
12/07/2016,2.4356
13/07/2016,2.4429
14/07/2016,2.4476
15/07/2016,2.45
18/07/2016,2.4543
19/07/2016,2.4515
20/07/2016,2.456
21/07/2016,2.4553
22/07/2016,2.4589
25/07/2016,2.4658
26/07/2016,2.4518
27/07/2016,2.4654
28/07/2016,2.4676
29/07/2016,2.4708
01/08/2016,2.4678
02/08/2016,2.4744
03/08/2016,2.4589
04/08/2016,2.4637
05/08/2016,2.4578
08/08/2016,2.4584
09/08/2016,2.46
10/08/2016,2.4644
11/08/2016,2.4641
12/08/2016,2.4665
15/08/2016,2.4668
16/08/2016,2.4714
17/08/2016,2.4723
18/08/2016,2.4755
19/08/2016,2.4749
22/08/2016,2.4738
23/08/2016,2.4762
24/08/2016,2.4725
25/08/2016,2.4712
26/08/2016,2.4728
29/08/2016,2.4674
30/08/2016,2.465
31/08/2016,2.4661
01/09/2016,2.4676
02/09/2016,2.4645
05/09/2016,2.4656
06/09/2016,2.4713
07/09/2016,2.4711
08/09/2016,2.4743
09/09/2016,2.4726
12/09/2016,2.4734
13/09/2016,2.4724
14/09/2016,2.4717
15/09/2016,2.4728
16/09/2016,2.4697
19/09/2016,2.468
20/09/2016,2.4656
21/09/2016,2.4689
22/09/2016,2.474
23/09/2016,2.4772
26/09/2016,2.4738
27/09/2016,2.4721
28/09/2016,2.4728
29/09/2016,2.4736
30/09/2016,2.4755
03/10/2016,2.4723
04/10/2016,2.4733
05/10/2016,2.473
06/10/2016,2.4704
07/10/2016,2.4729
10/10/2016,2.4724
11/10/2016,2.4685
12/10/2016,2.464
13/10/2016,2.4673
14/10/2016,2.4615
17/10/2016,2.4672
18/10/2016,2.4662
19/10/2016,2.4664
20/10/2016,2.4645
21/10/2016,2.4637
24/10/2016,2.4639
25/10/2016,2.464
26/10/2016,2.4635
27/10/2016,2.4665
28/10/2016,2.4732
31/10/2016,2.4712
01/11/2016,2.474
02/11/2016,2.4771
03/11/2016,2.4797
04/11/2016,2.4828
07/11/2016,2.4742
08/11/2016,2.476
09/11/2016,2.4669
10/11/2016,2.4683
11/11/2016,2.4715
14/11/2016,2.4638
15/11/2016,2.45
16/11/2016,2.4575
17/11/2016,2.4381
18/11/2016,2.4283
21/11/2016,2.4308
22/11/2016,2.4544
23/11/2016,2.4304
24/11/2016,2.4312
25/11/2016,2.4339
28/11/2016,2.4313
29/11/2016,2.4381
30/11/2016,2.4347
01/12/2016,2.4383
02/12/2016,2.4366
05/12/2016,2.4648
06/12/2016,2.442
07/12/2016,2.4457
08/12/2016,2.4342
09/12/2016,2.4449
12/12/2016,2.4501
13/12/2016,2.4384
14/12/2016,2.4307
15/12/2016,2.4206
16/12/2016,2.4391
19/12/2016,2.411
20/12/2016,2.4112
21/12/2016,2.4329
22/12/2016,2.4366
23/12/2016,2.4194
26/12/2016,2.442
27/12/2016,2.4484
28/12/2016,2.4162
29/12/2016,2.4218
30/12/2016,2.4236
02/01/2017,2.4568
03/01/2017,2.449
04/01/2017,2.4585
05/01/2017,2.4301
06/01/2017,2.435
09/01/2017,2.468
10/01/2017,2.4371
11/01/2017,2.4388
12/01/2017,2.4509
13/01/2017,2.4732
16/01/2017,2.4682
17/01/2017,2.4735
18/01/2017,2.4648
19/01/2017,2.4705
20/01/2017,2.4846
23/01/2017,2.4751
24/01/2017,2.4743
25/01/2017,2.4768
26/01/2017,2.4483
27/01/2017,2.4763
30/01/2017,2.4717
31/01/2017,2.4825
01/02/2017,2.4657
02/02/2017,2.454
03/02/2017,2.4622
06/02/2017,2.4509
07/02/2017,2.4385
08/02/2017,2.4339
09/02/2017,2.4305
10/02/2017,2.4321
13/02/2017,2.4219
14/02/2017,2.4214
15/02/2017,2.4228
16/02/2017,2.4287
17/02/2017,2.4243
20/02/2017,2.4237
21/02/2017,2.4174
22/02/2017,2.4236
23/02/2017,2.4309
24/02/2017,2.418
27/02/2017,2.4241
28/02/2017,2.4205
01/03/2017,2.4209
02/03/2017,2.4184
03/03/2017,2.4437
06/03/2017,2.4381
07/03/2017,2.4244
08/03/2017,2.4229
09/03/2017,2.4231
10/03/2017,2.4498
13/03/2017,2.4327
14/03/2017,2.4291
15/03/2017,2.4371
16/03/2017,2.4388
17/03/2017,2.4727
20/03/2017,2.4736
21/03/2017,2.475
22/03/2017,2.4758
23/03/2017,2.4311
24/03/2017,2.4383
27/03/2017,2.4889
28/03/2017,2.447
29/03/2017,2.443
30/03/2017,2.4355
31/03/2017,2.4317
03/04/2017,2.4335
04/04/2017,2.4343
05/04/2017,2.4327
06/04/2017,2.4897
07/04/2017,2.4297
10/04/2017,2.4811
11/04/2017,2.4372
12/04/2017,2.4486
13/04/2017,2.4423
14/04/2017,2.4446
17/04/2017,2.5396
18/04/2017,2.5477
19/04/2017,2.5557
20/04/2017,2.5805
21/04/2017,2.5879
24/04/2017,2.6298
25/04/2017,2.6153
26/04/2017,2.7086
27/04/2017,2.7009
28/04/2017,2.6992
01/05/2017,2.7103
02/05/2017,2.7181
03/05/2017,2.6525
04/05/2017,2.6835
05/05/2017,2.7112
08/05/2017,2.696
09/05/2017,2.6784
10/05/2017,2.6347
11/05/2017,2.6787
12/05/2017,2.6376
15/05/2017,2.7156
16/05/2017,2.7598
17/05/2017,2.7624
18/05/2017,2.7715
19/05/2017,2.7077
22/05/2017,2.7831
23/05/2017,2.7892
24/05/2017,2.7221
25/05/2017,2.7223
26/05/2017,2.7178
29/05/2017,2.7482
30/05/2017,2.7652
31/05/2017,2.8041
01/06/2017,2.7636
02/06/2017,2.7658
05/06/2017,2.7706
06/06/2017,2.8204
07/06/2017,2.8196
08/06/2017,2.7671
09/06/2017,2.7405
12/06/2017,2.7497
13/06/2017,2.7504
14/06/2017,2.7505
15/06/2017,2.7451
16/06/2017,2.7998
19/06/2017,2.7996
20/06/2017,2.7997
21/06/2017,2.7513
22/06/2017,2.7877
23/06/2017,2.7528
26/06/2017,2.7815
27/06/2017,2.7869
28/06/2017,2.7569
29/06/2017,2.839
30/06/2017,2.8098
03/07/2017,2.8069
04/07/2017,2.8107
05/07/2017,2.8334
06/07/2017,2.7814
07/07/2017,2.7672
10/07/2017,2.8045
11/07/2017,2.785
12/07/2017,2.8064
13/07/2017,2.809
14/07/2017,2.7847
17/07/2017,2.8344
18/07/2017,2.858
19/07/2017,2.8523
20/07/2017,2.8641
21/07/2017,2.869
24/07/2017,2.859
25/07/2017,2.8731
26/07/2017,2.8729
27/07/2017,2.8653
28/07/2017,2.8694
31/07/2017,2.8459
01/08/2017,2.8327
02/08/2017,2.8593
03/08/2017,2.8395
04/08/2017,2.8335
07/08/2017,2.8321
08/08/2017,2.8287
09/08/2017,2.8314
10/08/2017,2.8311
11/08/2017,2.8266
14/08/2017,2.8923
15/08/2017,2.8273
16/08/2017,2.8274
17/08/2017,2.9169
18/08/2017,2.8222
21/08/2017,2.8823
22/08/2017,2.8395
23/08/2017,2.845
24/08/2017,2.9266
25/08/2017,2.8958
28/08/2017,2.9277
29/08/2017,2.9275
30/08/2017,2.9215
31/08/2017,2.9242
01/09/2017,2.9173
04/09/2017,2.9267
05/09/2017,2.9345
06/09/2017,2.9088
07/09/2017,2.9317
08/09/2017,2.9398
11/09/2017,2.9349
12/09/2017,2.9237
13/09/2017,2.912
14/09/2017,2.9086
15/09/2017,2.9161
18/09/2017,2.9196
19/09/2017,2.9213
20/09/2017,2.8851
21/09/2017,2.9294
22/09/2017,2.9353
25/09/2017,2.9136
26/09/2017,2.9355
27/09/2017,2.9059
28/09/2017,2.9085
29/09/2017,2.91
02/10/2017,2.9063
03/10/2017,2.9092
04/10/2017,2.9129
05/10/2017,2.9142
06/10/2017,2.9291
09/10/2017,2.9156
10/10/2017,2.9388
11/10/2017,2.9214
12/10/2017,2.9447
13/10/2017,2.9196
16/10/2017,2.9145
17/10/2017,2.9378
18/10/2017,2.9163
19/10/2017,2.945
20/10/2017,2.9269
23/10/2017,2.9358
24/10/2017,2.9142
25/10/2017,2.9328
26/10/2017,2.9077
27/10/2017,2.9249
30/10/2017,2.9276
31/10/2017,2.9361
01/11/2017,2.9397
02/11/2017,2.9347
03/11/2017,2.9299
06/11/2017,2.9297
07/11/2017,2.9236
08/11/2017,2.9317
09/11/2017,2.9354
10/11/2017,2.935
13/11/2017,2.9408
14/11/2017,2.9546
15/11/2017,2.9687
16/11/2017,2.9651
17/11/2017,2.953
20/11/2017,2.9484
21/11/2017,2.9595
22/11/2017,2.9827
23/11/2017,2.9569
24/11/2017,2.9831
27/11/2017,2.9883
28/11/2017,2.935
29/11/2017,3.006
30/11/2017,2.9896
01/12/2017,3.0057
04/12/2017,3.0036
05/12/2017,2.9998
06/12/2017,2.9934
07/12/2017,2.9945
08/12/2017,2.9674
11/12/2017,2.9644
12/12/2017,2.9625
13/12/2017,2.9815
14/12/2017,2.9806
15/12/2017,2.9662
18/12/2017,2.9663
19/12/2017,2.9769
20/12/2017,2.9771
21/12/2017,2.9773
22/12/2017,2.9774
25/12/2017,2.9435
26/12/2017,2.9677
27/12/2017,2.9997
28/12/2017,3.0049
29/12/2017,2.9492
01/01/2018,2.9668
02/01/2018,3.0222
03/01/2018,3.0012
04/01/2018,3.0514
05/01/2018,2.9512
08/01/2018,2.9981
09/01/2018,3.0246
10/01/2018,2.9997
11/01/2018,3.0175
12/01/2018,3.0426
15/01/2018,3.0193
16/01/2018,3.0288
17/01/2018,3.0222
18/01/2018,2.9842
19/01/2018,2.9654
22/01/2018,3.0084
23/01/2018,2.996
24/01/2018,3.0133
25/01/2018,3
26/01/2018,2.9958
29/01/2018,2.9593
30/01/2018,2.9783
31/01/2018,3.0044
01/02/2018,3.0111
02/02/2018,2.9982
05/02/2018,2.9725
06/02/2018,2.9716
07/02/2018,2.9653
08/02/2018,2.9868
09/02/2018,2.962
12/02/2018,2.9659
13/02/2018,2.945
14/02/2018,3.0048
15/02/2018,3.0072
16/02/2018,3.0024
19/02/2018,2.956
20/02/2018,2.9407
21/02/2018,2.9362
22/02/2018,2.9658
23/02/2018,2.9902
26/02/2018,2.9667
27/02/2018,2.9398
28/02/2018,2.9516
01/03/2018,2.9637
02/03/2018,3.0012
05/03/2018,2.9976
06/03/2018,2.965
07/03/2018,2.9897
08/03/2018,2.9693
09/03/2018,2.9916
12/03/2018,2.9747
13/03/2018,2.9943
14/03/2018,3.0039
15/03/2018,2.9968
16/03/2018,3.0226
19/03/2018,2.99
20/03/2018,3.0305
21/03/2018,3.0209
22/03/2018,3.025
23/03/2018,2.9538
26/03/2018,3.029
27/03/2018,3.0111
28/03/2018,2.9453
29/03/2018,2.9723
30/03/2018,2.9534
02/04/2018,2.9898
03/04/2018,2.958
04/04/2018,2.9905
05/04/2018,2.9443
06/04/2018,2.9456
09/04/2018,3.0009
10/04/2018,3.0121
11/04/2018,2.9586
12/04/2018,2.9982
13/04/2018,2.9511
16/04/2018,3.0304
17/04/2018,2.9514
18/04/2018,2.9538
19/04/2018,2.9532
20/04/2018,2.9649
23/04/2018,2.963
24/04/2018,2.9578
25/04/2018,2.953
26/04/2018,2.9522
27/04/2018,2.9616
30/04/2018,2.9993
01/05/2018,2.9473
02/05/2018,2.9439
03/05/2018,3.0053
04/05/2018,2.9477
07/05/2018,3.0465
08/05/2018,2.9642
09/05/2018,2.9638
10/05/2018,2.9699
11/05/2018,2.9839
14/05/2018,2.9889
15/05/2018,2.9712
16/05/2018,2.9711
17/05/2018,2.9694
18/05/2018,2.9683
21/05/2018,2.9766
22/05/2018,2.9851
23/05/2018,2.9704
24/05/2018,2.9733
25/05/2018,2.9735
28/05/2018,2.9756
29/05/2018,2.9794
30/05/2018,3.0073
31/05/2018,3.0009
01/06/2018,2.9957
04/06/2018,2.9941
05/06/2018,3.0093
06/06/2018,3.018
07/06/2018,3.0158
08/06/2018,3.0119
11/06/2018,3.0162
